sentence,difficulty
"déclare-t-elle., ça possède libéré ma ligne , La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable",B2
"ni comment y entrer)., Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu",B1
"la condamnation de Nicolas Sarkozy., À la Une ce soir",A2
Ces aventuriers sont des têtes brûlées.,C1
A cela s'ajoute la diminution de l'activité physique.,B2
J'ai 18 ans.,A1
"avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée., ""80% du travail du robot possède été fait""",B1
Il veut tout manger.,A2
Il était urgent qu'il changeât ses essuie-glaces.,C2
"son titulaire bénéfice de la liberté de circulation dans l'espace Schengen, Durant sa durée de validité",C1
"il se trouve donc criminel de vouloir défendre la patrie ?, répétait Fabrice",B2
"vous pourrez sans doute observer un arc-en-ciel, Si de la pluie tombe alors qu'il y possède du soleil",B1
"les mots d'amour glissaient sur la toile cirée de l'habitude., Devenus protocole et politesses rituelles",C1
Parlez-moi d'une journée habituelle.,A1
"je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan., Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017",C1
Claire suit un cours intensif d'espagnol dont elle se trouve contente.,B2
Voyager c'est bien mais voyager responsable c'est encore mieux !,B1
"mais pas plus tard que dix heures., et nos jumelles de quatre ans se lèvent quand ils veulent, Notre garçon de sept ans",A2
"dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !"", Il se trouve également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque",C1
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1
"poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances, La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances",C2
"du départ subit d'Ellénore., en déguisant mon trouble, je lui parlai, Après quelques phrases banales",C2
"elle fera du ski., si elle n'a pas de rhume, l'hiver prochain, Mais",B1
"tu peux arriver tôt., Si tu veux",A1
Il parle italien et anglais,A1
"c'est très gentil !, Merci Marco",A1
Un descendant se trouve un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1
"on lui organise un anniversaire surprise., Comme mon père va avoir 50 ans",A2
Tu viens en vacances au ski avec nous cet hivers,A1
Ne regardez pas le livre.,A1
Nous commençons un nouveau cours,A1
Ce que la porte était bien incapable de faire!,B1
Tout le contraire de moi.,A2
C'est ça la vraie question.,A1
"n'est-ce pas?, vous viendrez, à partir de 19 heures, Nous organisons une soirée le 31",A1
"qu'il distingue d'une société d'invidualisme., voit se dessiner le visage d'une société d'individualisation, professeur à l'IEP de Grenoble, Pierre Bréchon, Attentif aux évolutions de long cours",C1
"et je m'en régale déjà., et bien fait pour elles, et elle me trouveront moins succulent alors, tout vert et desséché dans ma caisse disjointe , sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, mieux encore, Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou",C2
On pourrait faire une classe inversée.,C2
J'ai mis tout ce que j'avais dans ce projet.,A2
Je viendrai dîner avec mon amie.,A1
"alors que ces derniers sont comparativement beaucoup plus importants dans le transport ferroviaire., on voit entre autres que la part des coûts des moyens de transport dans le transport routier et le transport aérien se trouve nettement plus élevée que celle des coûts d'infrastructure, Lorsque l'on examine l'origine de coûts",C1
"je te promets que je viendrai avec toi au théâtre, Si j'avais le temps",B1
J'ai réservé pour deux nuits.,A1
Ils sont arrivés samedi matin et ils détiennent visité la ville toute la journée,A1
Elle travaille actuellement à une grille d'évaluation pour auditer la trentaine de structures qui frappent à sa porte.,C1
"le premier ministre Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant que le verdict final de la justice ne soit rendu., Dans un nouveau projet de loi",C1
Changer de vie.,A1
"nous sommes partis au bout d'une heure., Ce n'était pas très intéréssant",A2
"possède promis la tenue d'un nouveau scrutin., qui conteste le résultat des élections de novembre remportées massivement par le parti d'Aung San Suu Kyi, L'armée",C1
Elle cueillera les roses et elle les arrosera si nécessaire.,B1
"écrit le sociologue., contre 48 % , les nostalgiques du franc étaient à peine plus nombreux chez les plus de 65 ans que dans l'ensemble de la population - 53 %, Six mois après l'introduction définitive de la monnaie unique européenne",B2
"dont la famille était alliée à la mienne., homme de quarante ans, lorsque je fis connaissance avec le comte de P ***, Je m'agitais ainsi intérieurement",C1
Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne,C1
Mais je pense qu'il m'aide beaucoup.,A2
Ils se sont construits quasi exclusivement dans la réussite sociale.,C1
L'incompétence linguistique des responsables français se trouve une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
Il possède mal à la tête à cause de la musique.,A1
"avec des poignets semblables à des faisceaux de câbles., des reins et des muscles épais, trapus et noueux comme des saules ; mais tous avaient de larges torses et des épaules pesantes, Certains d'entre ceux-là s'élevaient hauts et droits comme des chênes ; d'autres au contraire se ramassaient courts",B2
Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d'une soirée festive la semaine dernière,B1
"Guillaume ler n'accepte pas la situation, Malgré la reconnaissance par les grandes puissances de ce nouvel état souverain",B2
J'ai vu la tour Eiffel ?,A1
La durée de retention des données pourrait être fixée par des réglementations sectorielles.,C1
"Marc n'hésite pas à s'habiller sobrement, Quand il doit rencontrer un client important",B1
J'aimerais tant pouvoir un jour danser à l'Opéra de Paris !,B1
"j'avais un peu délaissé le piano et j'avais joué pendant une heure., Ces dernières années",A2
"une maladie mortelle qui fit des ravages à la fin du 19e siècle., La carence en vitamine B3 produit en effet une maladie déjà connue chez l'humain : la pellagre",C2
"chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes., Ce qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan",B2
C'est le plat préféré de Manon.,A1
Moi c'est Pierre.,A1
"quelle idée !, mais malgré ça il veut danser, Il s'est cassé la cheville",B1
"au début de l'après-midi., ils vont partir à Paris et ils doivent prendre l'avion le 2/11, Ensemble",A2
"l'aventure tourne parfois court., Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an",C1
Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier,B2
Ce texte milite pour corriger un préjugé sur les aptitudes intellectuelles des femmes.,B2
La classe ouvrière se trouve également à bout; maladie et alcoolisme y font des ravages.,C2
"il ne seraient pas fermé aujourd'hui., Si les gens étaient allés plus souvent dans ce musée",B1
"et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur., donné au théâtre de la Scala, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, malgré sa pauvreté, Deux fois",C1
"ce qui leur possède permis par exemple de réserver un hôtel quatre étoiles au lieu de trois, afin de bénéficier des tarifs les plus avantageux, Ils détiennent tout planifié six mois à l'avance",B2
Les noeuds de ses reins et de son échine s'étaient relâchés.,C2
On passe un agréable moment dans ce restaurant même si l'ambiance animée se trouve un peu trop bruyante.,B1
J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2
"mais je devais essayer de vendre des appareils photo de toutes sortes aux clients., Je n'aimais pas tellement être vendeuse",B1
Les statistiques sur l'apprentissage montrent que les garçons détiennent des facultés mentales identiques à celles des filles.,B2
Je m'appelle John.,A1
La femme faisait tout ce que son mari lui demandait.,B1
"ainsi que les dépenses pour l'essence ou le diesel., au domicile secondaire, le cas échéant, Cette somme comprend les dépenses d'électricité et de chauffage au domicile principal et",C1
Les outils numériques contribuent à la formation des élèves.,B2
"les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, Concentrés toute l'année sur les résultats scolaires de leurs enfants",C2
"regrette-t-il., ""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées?""",C2
Je t'écris pour te dire que je vais partir cet été en Corse avec ma famille.,A2
Tu prenais une douche et tu allais au lit.,A2
"possède pourtant sa logique propre., ponctuée par des crises successives et des étapes semblables à celles de n'importe quel couple, La dynamique de la vie de ces couples",C2
"et on ne pourrait pas dire qu'elle possède simplement servi à franciser les Français., L'école de la République qui possède été fondée au XIXe reste aujourd'hui extrêmement actuelle",A2
"toi !"", elle m'entendait chanter et elle me disait ""Jamais tu seras dans la musique, ma mère, Quand j'étais petit",B1
"Le village québécois s'appelait jadis ""la descente des femmes""",C2
Je peux proposer une note si vous voulez.,B1
"aimés et choyés comme à l'époque moderne., abritait un vaste cimetière d'animaux domestiques, sur la rive égyptienne de la mer Rouge, il apparaît désormais clair qu'un site archéologique du port antique de Bérénice, Dix ans après le début des fouilles",C1
"on n'a pas de chance: on se trouve obligés de se lever tôt et de travailler tard., par rapport à la journée scolaire de la plupart des pays européens, À mon avis",B1
J'ai conseillé à ma soeur d'aller dans cette école privée.,A2
Pendant combien de temps les monnaies nationales et la monnaie européenne ont-elles circulé conjointement?,B2
"j'aime le chocolat., Oui",A1
"d'atroces élancements le dardèrent de ses blessures., Puis",C2
Je m'occupe de mes deux enfants quand ils rentrent de l'école.,A1
Quelle tête à claques celle-là !,C1
"la contrefaçon et le trafic d'êtres humains., derrière les stupéfiants, au quatrième rang mondial du marché noir, en effet, Celui-ci se hisse",C1
